Store,Dept,Date,Weekly_Sales,IsHoliday_x,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday_y,Type,Size
1,1,2011-10-21,23351.8,False,63.71,3.353,,,,,,217.5159762,7.866,False,A,151315
1,1,2011-10-28,31579.9,False,66.57,3.372,,,,,,217.6766791,7.866,False,A,151315
1,1,2011-11-04,39886.06,False,54.98,3.332,,,,,,217.837382,7.866,False,A,151315
1,1,2011-11-11,18689.54,False,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,False,A,151315
1,1,2011-11-18,19050.66,False,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,False,A,151315
1,1,2011-11-25,20911.25,True,60.14,3.236,410.31,98.0,55805.51,8.0,554.92,218.4676211,7.866,True,A,151315
1,1,2011-12-02,25293.49,False,48.91,3.172,5629.51,68.0,1398.11,2084.64,20475.32,218.7147333,7.866,False,A,151315
1,1,2011-12-09,33305.92,False,43.93,3.158,4640.65,19.0,105.02,3639.42,14461.82,218.9618456,7.866,False,A,151315
1,1,2011-12-16,45773.03,False,51.63,3.159,5011.32,67.0,347.37,225.79,4011.37,219.1794533,7.866,False,A,151315
1,1,2011-12-23,46788.75,False,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866,False,A,151315
1,1,2011-12-30,23350.88,True,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866,True,A,151315
1,1,2012-01-06,16567.69,False,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,219.7142581,7.348,False,A,151315
1,1,2012-01-13,16894.4,False,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,False,A,151315
1,1,2012-01-20,18365.1,False,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,False,A,151315
1,1,2012-01-27,18378.16,False,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,220.0788523,7.348,False,A,151315
1,1,2012-02-03,23510.49,False,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,False,A,151315
1,1,2012-02-10,36988.49,True,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348,True,A,151315
1,1,2012-02-17,54060.1,False,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,False,A,151315
1,1,2012-02-24,20124.22,False,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,False,A,151315
1,1,2012-03-02,20113.03,False,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348,False,A,151315
1,1,2012-03-09,21140.07,False,58.76,3.669,10331.04,151.88,6.0,671.43,5509.84,221.0591887,7.348,False,A,151315
1,1,2012-03-16,22366.88,False,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,False,A,151315
1,1,2012-03-23,22107.7,False,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,False,A,151315
1,1,2012-03-30,28952.86,False,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,False,A,151315
1,1,2012-04-06,57592.12,False,70.43,3.891,10121.97,,77.98,3750.59,4510.72,221.4356112,7.143,False,A,151315
1,1,2012-04-13,34684.21,False,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,False,A,151315
1,1,2012-04-20,16976.19,False,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143,False,A,151315
1,1,2012-04-27,16347.6,False,67.23,3.814,3221.25,,35.49,577.14,6222.25,221.6179368,7.143,False,A,151315
1,1,2012-05-04,17147.44,False,75.55,3.749,21290.13,,69.89,4977.35,3261.04,221.6718,7.143,False,A,151315
1,1,2012-05-11,18164.2,False,73.77,3.688,8351.4,,10.52,2443.14,3127.88,221.7256632,7.143,False,A,151315
1,1,2012-05-18,18517.79,False,70.33,3.63,6154.14,,45.11,1675.49,5508.18,221.742674,7.143,False,A,151315
1,1,2012-05-25,16963.55,False,77.22,3.561,4039.39,,745.19,1429.96,3631.13,221.744944,7.143,False,A,151315
1,1,2012-06-01,16065.49,False,77.95,3.501,6086.21,12.0,370.51,148.75,3690.85,221.7472139,7.143,False,A,151315
1,1,2012-06-08,17666.0,False,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,False,A,151315
1,1,2012-06-15,17558.82,False,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143,False,A,151315
1,1,2012-06-22,16633.41,False,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143,False,A,151315
1,1,2012-06-29,15722.82,False,84.88,3.286,3965.73,161.6,,435.99,4212.97,221.8434,7.143,False,A,151315
1,1,2012-07-06,17823.37,False,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908,False,A,151315
1,1,2012-07-13,16566.18,False,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908,False,A,151315
1,1,2012-07-20,16348.06,False,80.42,3.311,3213.0,313.72,9.53,2262.02,3228.19,221.9327267,6.908,False,A,151315
1,1,2012-07-27,15731.18,False,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908,False,A,151315
1,1,2012-08-03,16628.31,False,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908,False,A,151315
1,1,2012-08-10,16119.92,False,85.05,3.494,11436.22,245.0,6.85,6964.26,4836.22,221.9584329,6.908,False,A,151315
1,1,2012-08-17,17330.7,False,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.0384109,6.908,False,A,151315
1,1,2012-08-24,16286.4,False,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908,False,A,151315
1,1,2012-08-31,16680.24,False,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6.908,False,A,151315
1,1,2012-09-07,18322.37,True,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908,True,A,151315
1,1,2012-09-14,19616.22,False,74.97,3.717,17212.52,7.0,18.79,1523.11,7992.72,222.5820193,6.908,False,A,151315
1,1,2012-09-21,19251.5,False,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908,False,A,151315
1,1,2012-09-28,18947.81,False,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.908,False,A,151315
1,1,2012-10-05,21904.47,False,68.55,3.617,8077.89,,18.22,3617.43,3626.14,223.1814772,6.573,False,A,151315
1,1,2012-10-12,22764.01,False,62.99,3.601,2086.18,,8.11,602.36,5926.45,223.3812965,6.573,False,A,151315
1,1,2012-10-19,24185.27,False,67.97,3.594,950.33,,4.93,80.25,2312.85,223.4257233,6.573,False,A,151315
1,1,2012-10-26,27390.81,False,69.16,3.506,2585.85,31.75,6.0,1057.16,1305.01,223.4442513,6.573,False,A,151315
1,2,2010-02-05,50605.27,False,42.31,2.572,,,,,,211.0963582,8.106,False,A,151315
1,2,2010-02-12,44682.74,True,38.51,2.548,,,,,,211.2421698,8.106,True,A,151315
1,2,2010-02-19,47928.89,False,39.93,2.514,,,,,,211.2891429,8.106,False,A,151315
1,2,2010-02-26,44292.87,False,46.63,2.561,,,,,,211.3196429,8.106,False,A,151315
1,2,2010-03-05,48397.98,False,46.5,2.625,,,,,,211.3501429,8.106,False,A,151315
1,2,2010-03-12,43751.94,False,57.79,2.667,,,,,,211.3806429,8.106,False,A,151315
1,2,2010-03-19,43615.49,False,54.58,2.72,,,,,,211.215635,8.106,False,A,151315
